#OTU ID	Sample_1_filtered_trimmed	Sample_2_filtered_trimmed	Sample_3_filtered_trimmed
Sample_1_filtered_trimmed_100_size=1	1	0	0
Sample_1_filtered_trimmed_101_size=1	1	0	0
Sample_1_filtered_trimmed_102_size=2	2	0	0
Sample_1_filtered_trimmed_103_size=1	1	0	0
Sample_1_filtered_trimmed_109_size=1	1	0	0
Sample_1_filtered_trimmed_10_size=1	1	0	0
Sample_1_filtered_trimmed_110_size=1	1	0	0
Sample_1_filtered_trimmed_112_size=1	1	0	0
Sample_1_filtered_trimmed_115_size=1	1	0	0
Sample_1_filtered_trimmed_117_size=1	1	0	0
Sample_1_filtered_trimmed_119_size=1	1	0	0
Sample_1_filtered_trimmed_120_size=1	1	0	0
Sample_1_filtered_trimmed_122_size=1	1	0	0
Sample_1_filtered_trimmed_123_size=1	1	0	0
Sample_1_filtered_trimmed_12_size=1	1	0	0
Sample_1_filtered_trimmed_132_size=1	1	0	0
Sample_1_filtered_trimmed_136_size=1	1	0	0
Sample_1_filtered_trimmed_13_size=1	1	0	0
Sample_1_filtered_trimmed_140_size=1	2	0	0
Sample_1_filtered_trimmed_143_size=2	2	0	0
Sample_1_filtered_trimmed_144_size=1	1	0	0
Sample_1_filtered_trimmed_145_size=16	16	0	0
Sample_1_filtered_trimmed_147_size=5	6	0	0
Sample_1_filtered_trimmed_149_size=1	1	0	0
Sample_1_filtered_trimmed_14_size=1	1	0	0
Sample_1_filtered_trimmed_151_size=1	1	0	0
Sample_1_filtered_trimmed_153_size=1	1	0	0
Sample_1_filtered_trimmed_156_size=1	1	0	0
Sample_1_filtered_trimmed_157_size=1	1	0	0
Sample_1_filtered_trimmed_158_size=3	1	0	0
Sample_1_filtered_trimmed_159_size=5	5	0	0
Sample_1_filtered_trimmed_160_size=4	9	0	0
Sample_1_filtered_trimmed_163_size=1	1	0	0
Sample_1_filtered_trimmed_165_size=5	5	0	0
Sample_1_filtered_trimmed_166_size=1	1	0	0
Sample_1_filtered_trimmed_168_size=1	1	0	0
Sample_1_filtered_trimmed_169_size=1	1	0	0
Sample_1_filtered_trimmed_176_size=1	1	0	0
Sample_1_filtered_trimmed_177_size=1	1	0	0
Sample_1_filtered_trimmed_178_size=1	1	0	0
Sample_1_filtered_trimmed_179_size=3	3	0	0
Sample_1_filtered_trimmed_181_size=1	1	0	0
Sample_1_filtered_trimmed_182_size=1	1	0	0
Sample_1_filtered_trimmed_183_size=1	1	0	0
Sample_1_filtered_trimmed_185_size=7	18	0	0
Sample_1_filtered_trimmed_186_size=2	1	0	0
Sample_1_filtered_trimmed_187_size=5	1	0	4
Sample_1_filtered_trimmed_188_size=1	1	0	0
Sample_1_filtered_trimmed_189_size=1	1	0	0
Sample_1_filtered_trimmed_190_size=1	1	0	0
Sample_1_filtered_trimmed_193_size=1	1	0	0
Sample_1_filtered_trimmed_194_size=9	8	1	0
Sample_1_filtered_trimmed_195_size=1	1	0	0
Sample_1_filtered_trimmed_198_size=2	2	0	0
Sample_1_filtered_trimmed_199_size=1	1	0	0
Sample_1_filtered_trimmed_19_size=1	1	0	0
Sample_1_filtered_trimmed_200_size=2	1	1	0
Sample_1_filtered_trimmed_201_size=1	1	0	0
Sample_1_filtered_trimmed_202_size=1	1	0	0
Sample_1_filtered_trimmed_203_size=1	1	0	0
Sample_1_filtered_trimmed_206_size=1	1	0	0
Sample_1_filtered_trimmed_208_size=1	1	0	0
Sample_1_filtered_trimmed_20_size=1	2	0	0
Sample_1_filtered_trimmed_211_size=1	1	0	0
Sample_1_filtered_trimmed_212_size=1	1	0	0
Sample_1_filtered_trimmed_216_size=1	1	0	0
Sample_1_filtered_trimmed_221_size=4	2	0	0
Sample_1_filtered_trimmed_223_size=1	1	0	0
Sample_1_filtered_trimmed_224_size=1	1	0	0
Sample_1_filtered_trimmed_226_size=6	1	0	0
Sample_1_filtered_trimmed_22_size=1	1	0	0
Sample_1_filtered_trimmed_232_size=1	1	0	0
Sample_1_filtered_trimmed_233_size=1	1	0	0
Sample_1_filtered_trimmed_234_size=1	1	0	0
Sample_1_filtered_trimmed_237_size=1	1	0	0
Sample_1_filtered_trimmed_238_size=1	1	0	0
Sample_1_filtered_trimmed_245_size=1	1	0	0
Sample_1_filtered_trimmed_247_size=12	6	1	5
Sample_1_filtered_trimmed_248_size=1	1	0	0
Sample_1_filtered_trimmed_249_size=1	1	0	0
Sample_1_filtered_trimmed_250_size=1	1	0	0
Sample_1_filtered_trimmed_254_size=1	1	0	0
Sample_1_filtered_trimmed_256_size=1	1	0	0
Sample_1_filtered_trimmed_258_size=3	3	0	0
Sample_1_filtered_trimmed_259_size=1	1	0	0
Sample_1_filtered_trimmed_260_size=1	1	0	0
Sample_1_filtered_trimmed_261_size=4	4	0	0
Sample_1_filtered_trimmed_265_size=1	1	0	0
Sample_1_filtered_trimmed_267_size=1	1	0	0
Sample_1_filtered_trimmed_269_size=1	1	0	0
Sample_1_filtered_trimmed_26_size=1	1	0	0
Sample_1_filtered_trimmed_271_size=2	1	1	0
Sample_1_filtered_trimmed_272_size=1	1	0	0
Sample_1_filtered_trimmed_275_size=1	1	0	0
Sample_1_filtered_trimmed_277_size=1	1	0	0
Sample_1_filtered_trimmed_278_size=1	1	0	0
Sample_1_filtered_trimmed_27_size=1	1	0	0
Sample_1_filtered_trimmed_283_size=11	9	1	0
Sample_1_filtered_trimmed_31_size=1	1	0	0
Sample_1_filtered_trimmed_32_size=4	6	0	1
Sample_1_filtered_trimmed_33_size=5	1	2	0
Sample_1_filtered_trimmed_35_size=1	1	0	0
Sample_1_filtered_trimmed_36_size=1	1	0	0
Sample_1_filtered_trimmed_37_size=1	1	0	0
Sample_1_filtered_trimmed_40_size=1	1	0	0
Sample_1_filtered_trimmed_44_size=1	1	0	0
Sample_1_filtered_trimmed_45_size=1	1	0	0
Sample_1_filtered_trimmed_46_size=1	1	0	0
Sample_1_filtered_trimmed_48_size=3	3	0	0
Sample_1_filtered_trimmed_49_size=1	1	0	0
Sample_1_filtered_trimmed_51_size=1	1	0	0
Sample_1_filtered_trimmed_53_size=1	1	0	0
Sample_1_filtered_trimmed_54_size=1	1	0	0
Sample_1_filtered_trimmed_60_size=28	7	0	21
Sample_1_filtered_trimmed_62_size=1	1	0	0
Sample_1_filtered_trimmed_68_size=1	1	0	0
Sample_1_filtered_trimmed_69_size=1	1	0	0
Sample_1_filtered_trimmed_6_size=12	3	0	0
Sample_1_filtered_trimmed_70_size=1	1	0	0
Sample_1_filtered_trimmed_74_size=1	1	0	0
Sample_1_filtered_trimmed_76_size=1	1	0	0
Sample_1_filtered_trimmed_78_size=1	1	0	0
Sample_1_filtered_trimmed_79_size=1	1	0	0
Sample_1_filtered_trimmed_80_size=1	1	0	0
Sample_1_filtered_trimmed_82_size=1	1	0	0
Sample_1_filtered_trimmed_84_size=1	1	0	0
Sample_1_filtered_trimmed_89_size=1	1	0	0
Sample_1_filtered_trimmed_8_size=52	22	19	11
Sample_1_filtered_trimmed_91_size=1	1	0	0
Sample_1_filtered_trimmed_92_size=5	3	0	0
Sample_1_filtered_trimmed_99_size=1	2	0	0
Sample_1_filtered_trimmed_9_size=1	1	0	0
Sample_2_filtered_trimmed_102_size=1	0	1	0
Sample_2_filtered_trimmed_107_size=1	0	1	0
Sample_2_filtered_trimmed_110_size=1	0	1	0
Sample_2_filtered_trimmed_111_size=1	0	1	0
Sample_2_filtered_trimmed_112_size=2	0	2	0
Sample_2_filtered_trimmed_113_size=3	0	3	0
Sample_2_filtered_trimmed_115_size=1	0	1	0
Sample_2_filtered_trimmed_11_size=1	0	1	0
Sample_2_filtered_trimmed_121_size=1	1	2	0
Sample_2_filtered_trimmed_123_size=1	0	1	0
Sample_2_filtered_trimmed_125_size=1	0	1	0
Sample_2_filtered_trimmed_12_size=1	0	1	0
Sample_2_filtered_trimmed_130_size=1	0	1	0
Sample_2_filtered_trimmed_132_size=10	0	12	0
Sample_2_filtered_trimmed_134_size=1	0	1	0
Sample_2_filtered_trimmed_136_size=1	0	1	0
Sample_2_filtered_trimmed_137_size=1	0	1	0
Sample_2_filtered_trimmed_139_size=1	0	1	0
Sample_2_filtered_trimmed_13_size=5	0	4	0
Sample_2_filtered_trimmed_142_size=5	0	5	0
Sample_2_filtered_trimmed_145_size=1	0	1	0
Sample_2_filtered_trimmed_146_size=3	0	1	0
Sample_2_filtered_trimmed_14_size=1	0	1	0
Sample_2_filtered_trimmed_150_size=1	0	1	0
Sample_2_filtered_trimmed_151_size=1	0	1	0
Sample_2_filtered_trimmed_154_size=25	0	21	0
Sample_2_filtered_trimmed_157_size=1	0	1	0
Sample_2_filtered_trimmed_160_size=4	0	2	0
Sample_2_filtered_trimmed_161_size=1	0	1	0
Sample_2_filtered_trimmed_162_size=1	0	1	0
Sample_2_filtered_trimmed_163_size=9	0	15	0
Sample_2_filtered_trimmed_164_size=1	0	1	0
Sample_2_filtered_trimmed_167_size=1	0	1	0
Sample_2_filtered_trimmed_168_size=1	0	1	0
Sample_2_filtered_trimmed_16_size=1	0	1	0
Sample_2_filtered_trimmed_172_size=1	0	1	0
Sample_2_filtered_trimmed_178_size=18	0	23	0
Sample_2_filtered_trimmed_179_size=1	0	1	0
Sample_2_filtered_trimmed_17_size=1	0	1	0
Sample_2_filtered_trimmed_183_size=1	0	1	0
Sample_2_filtered_trimmed_188_size=1	0	1	0
Sample_2_filtered_trimmed_189_size=1	0	1	0
Sample_2_filtered_trimmed_190_size=2	0	3	0
Sample_2_filtered_trimmed_194_size=1	0	1	0
Sample_2_filtered_trimmed_196_size=1	0	1	0
Sample_2_filtered_trimmed_197_size=1	0	1	0
Sample_2_filtered_trimmed_198_size=1	0	1	0
Sample_2_filtered_trimmed_19_size=1	0	1	0
Sample_2_filtered_trimmed_200_size=1	0	1	0
Sample_2_filtered_trimmed_208_size=1	0	2	0
Sample_2_filtered_trimmed_209_size=1	0	1	0
Sample_2_filtered_trimmed_220_size=3	0	3	0
Sample_2_filtered_trimmed_221_size=1	0	1	0
Sample_2_filtered_trimmed_223_size=1	0	1	0
Sample_2_filtered_trimmed_224_size=1	0	1	0
Sample_2_filtered_trimmed_228_size=7	0	1	0
Sample_2_filtered_trimmed_232_size=1	0	1	0
Sample_2_filtered_trimmed_233_size=1	0	1	0
Sample_2_filtered_trimmed_235_size=1	0	1	0
Sample_2_filtered_trimmed_236_size=1	0	1	0
Sample_2_filtered_trimmed_241_size=6	1	5	0
Sample_2_filtered_trimmed_242_size=1	0	1	0
Sample_2_filtered_trimmed_243_size=1	0	1	0
Sample_2_filtered_trimmed_244_size=1	0	1	0
Sample_2_filtered_trimmed_245_size=1	0	1	0
Sample_2_filtered_trimmed_252_size=1	0	1	0
Sample_2_filtered_trimmed_253_size=1	0	1	0
Sample_2_filtered_trimmed_254_size=6	0	1	0
Sample_2_filtered_trimmed_25_size=1	0	1	0
Sample_2_filtered_trimmed_27_size=1	0	1	0
Sample_2_filtered_trimmed_28_size=1	0	1	0
Sample_2_filtered_trimmed_30_size=1	0	1	0
Sample_2_filtered_trimmed_31_size=1	0	1	0
Sample_2_filtered_trimmed_36_size=2	0	2	0
Sample_2_filtered_trimmed_37_size=1	0	1	0
Sample_2_filtered_trimmed_39_size=1	0	1	0
Sample_2_filtered_trimmed_40_size=14	8	6	0
Sample_2_filtered_trimmed_44_size=1	3	12	0
